ax,ay,az,gx,gy,gz,label
0.016998291015625,-0.962234497070312,0.203887939453125,-0.0169944298641226,0.019258649422908,0.0072398034233804,1
0.050750732421875,-0.962997436523438,0.193954467773438,-0.018083130117747,0.0043726441938011,0.0008697884120198,1
0.03741455078125,-0.959228515625,0.191543579101562,-0.0149927979888191,-0.0094757934746109,0.0009371663875988,1
0.0537872314453125,-0.963851928710938,0.277252197265625,-0.0468934731063332,-0.0018221348178322,0.0016570188302473,1
0.031646728515625,-0.9530029296875,0.27105712890625,-0.0073705646329033,0.0032384038855363,-0.0043486757439903,1
0.0387725830078125,-0.947341918945312,0.283523559570312,-0.0128114027399352,-0.0084267743212287,-0.0022418490056287,1
0.0444793701171875,-0.947998046875,0.278518676757812,-0.0170157351528433,-0.0030810110651126,-0.0033649040373151,1
0.05328369140625,-0.9471435546875,0.274276733398438,-0.0213372466537149,-0.0094350471099327,-0.0023265375282932,1
0.0488739013671875,-0.94635009765625,0.2652587890625,-0.02671816363622,-0.0072717613564613,0.0029438582689735,1
0.0508880615234375,-0.93658447265625,0.295486450195312,-0.0256081580938749,-0.0051518851287582,0.0008173241385453,1
0.036956787109375,-0.932571411132812,0.322357177734375,-0.0264824738797479,0.0065535068104669,-0.0066853332844259,1
0.0538787841796875,-0.9285888671875,0.334365844726562,-0.0169638035115867,-0.002018143474062,-0.0065657573514813,1
0.0697174072265625,-0.923843383789062,0.325973510742188,-0.0203311043938829,-0.0094409060643309,0.0019486349696109,1
0.0268402099609375,-0.934616088867188,0.354171752929688,-0.0179273351939774,-0.0041406828628552,-0.0150998570646403,1
0.065338134765625,-0.94378662109375,0.332443237304688,-0.027828169178565,-0.0327954972437808,-0.007663778668921,1
0.120620727539062,-0.899734497070312,0.317001342773438,-0.0534283377891697,-0.0368837158331614,-0.0068491176914657,1
0.0513763427734375,-0.9091796875,0.344772338867188,-0.0295581586226805,-0.0030021814968463,-0.0205529457126865,1
0.108840942382812,-0.875656127929688,0.398834228515625,-0.0136303247751345,-0.0530919805434927,0.0330500954439924,1
0.089599609375,-0.93865966796875,0.342697143554688,-0.0440441570560575,-0.0380062382326298,0.0071106401105115,1
0.0402374267578125,-0.893035888671875,0.395462036132812,0.0223926573937133,-0.0171670027027598,-0.0114547884806488,1
0.0618133544921875,-0.947723388671875,0.404266357421875,-0.0169598087699516,-0.0073372751192773,-0.0097506316991071,1
0.071990966796875,-0.906295776367188,0.350509643554688,-0.0395269032150651,-0.0231452667177697,-0.0035436021464594,1
